Num,Disease,PatinentsNumber,TotalObservation,AvgDailyDeath,DeathToll,TotalPatients,AvgDailyPatients,PatientsAboveSixty,PatientsUnderSixty,MalePatients,FemalePatients,Year,Days,Months,DailyMinTemp,DailyAvgTemp,DailyMaxTemp,City,Country,LAT,LON,Literature,Page,Journal,
319,Cardio-respiratory disease,null,"683,028",6.75,null,null,null,null,null,null,null, 1990-1996,"1,380",null,null,19.00 ,null,Seville,Spanish,37.3886303,-5.9953403,"Relation between Temperature and Mortality in Thirteen 
Spanish Cities","2010, 7, 3196-3210",International Journal of Environmental Research and Public Health,
320,cardiovascular disease.,null,6300000,null,825,null,null,null,null,null,null,2003,19,7-8,null,null,heat wave,Shanghai,China,31.2322758,121.4692071,"The impact of the 2003 heat wave on mortality in Shanghai, China",408 (2010) 2418–2420,Science of the Total Environment,
321,Respiratory disease,null,6300000,null,247,null,null,null,null,null,null,2003,19,7-8,null,null,heat wave,Shanghai,China,31.22900067,121.5028701,"The impact of the 2003 heat wave on mortality in Shanghai, China",408 (2010) 2418–2420,Science of the Total Environment,
322,mortality,null,null,163,null,null,null,null,null,null,null,2008-2012,null,null,null,17.2,null,Shanghai,China,31.24842652,121.4294293,The years of life lost on cardiovascular disease attributable to ambient temperature in China,7: 13531 ,Scientific Reports,
323,CVD,null,null,35,null,null,null,30,null,null,null,2007-2009,null,null,-3.4,17.7,34.6,Shanghai,China,31.33137982,121.4803319,Effects of Extreme Temperatures on Cause-Specific Cardiovascular Mortality in China,12(12):16136-16156,International Journal of Environmental Research and Public Health,
324,CBD,null,null,18,null,null,null,15,null,null,null,2007-2009,null,null,-3.4,17.7,34.6,Shanghai,China,31.1839864,121.4340308,Effects of Extreme Temperatures on Cause-Specific Cardiovascular Mortality in China,12(12):16136-16156,International Journal of Environmental Research and Public Health,
325,IHD,null,null,13,null,null,null,11,null,null,null,2007-2009,null,null,-3.4,17.7,34.6,Shanghai,China,31.14593496,121.4895678,Effects of Extreme Temperatures on Cause-Specific Cardiovascular Mortality in China,12(12):16136-16156,International Journal of Environmental Research and Public Health,
326,HPD,null,null,2,null,null,null,1,null,null,null,2007-2009,null,null,-3.4,17.7,34.6,Shanghai,China,31.25828129,121.5017147,Effects of Extreme Temperatures on Cause-Specific Cardiovascular Mortality in China,12(12):16136-16156,International Journal of Environmental Research and Public Health,
327,Daily CVD,null,null,53,null,null,null,null,null,null,null,2007–2013,null,null,null,17.4,null,Shanghai,China,31.25627458,121.4453161,Cardiovascular mortality risk attributable to,101(24):1966-1972,Heart,
328,non-accidental mortality,null,null,null,2921*122.2,null,null,2921*102.0,2921*20.2,null,null,2001-2008,null,null,14.4,17.7,21.2,Shanghai,China,31.22268247,121.3882512,Impact of climate warming on excessive mortality in four Chinese cities,null,Academic dissertation,
329,cardiovascular disease,null,null,null,46.9,null,null,null,null,null,null,2001-2008,null,null,14.4,17.7,21.2,Shanghai,China,31.19901483,121.3910795,Impact of climate warming on excessive mortality in four Chinese cities,null,Academic dissertation,
330,Ischemic heart disease,null,null,null,18.5,null,null,null,null,null,null,2001-2008,null,null,14.4,17.7,21.2,Shanghai,China,31.25335512,121.5580625,Impact of climate warming on excessive mortality in four Chinese cities,null,Academic dissertation,
331,cercbral disease,null,null,null,26.3,null,null,null,null,null,null,2001-2008,null,null,14.4,17.7,21.2,Shanghai,China,31.29655617,121.5192182,Impact of climate warming on excessive mortality in four Chinese cities,null,Academic dissertation,
332,respiratory diseases,null,null,null,13.7,null,null,null,null,null,null,2001-2008,null,null,14.4,17.7,21.2,Shanghai,China,31.24787587,121.3771668,Impact of climate warming on excessive mortality in four Chinese cities,null,Academic dissertation,
333,COPD,null,null,null,12.1,null,null,null,null,null,null,2001-2008,null,null,14.4,17.7,21.2,Shanghai,China,31.23090758,121.526141,Impact of climate warming on excessive mortality in four Chinese cities,null,Academic dissertation,
334,Avg,null,null,null,277,null,null,null,null,null,null,1998,null,6~9,null,null,32.5,Shanghai,China,31.27677676,121.4913185,Heat Waves and Related Mortality in Shanghai in 1998 and 2003,2006(06):486-488,Journal of Environment and Health,
335,Daily average death,null,null,null,235.9,null,null,null,null,null,null,2003,null,6~9,null,null,33.4,Shanghai,China,31.26229417,121.5344198,Heat Waves and Related Mortality in Shanghai in 1998 and 2004,2006(06):486-488,Journal of Environment and Health,
336,emergency department visits,null,633000,null,null,null,56,null,null,null,null,2014-2016,null,null,null,25.5,null,Shanghe,China,37.3096329,117.1515267,High temperatures and emergency department visits in 18 sites with different climatic characteristics in China: Risk assessment and attributable fraction identification,2020. 136,Environment International,
337,mortality,null,null,144,null,null,null,null,null,null,null,2012-2013,null,null,null,7.7,null,Shenyang,China,41.6749893,123.458674,The years of life lost on cardiovascular disease attributable to ambient temperature in China,7: 13531 ,Scientific Reports,
338,Daily CVD,null,null,56,null,null,null,null,null,null,null,2007–2013,null,null,null,8,null,Shenyang,China,41.77428172,123.3984536,Cardiovascular mortality risk attributable to,101(24):1966-1972,Heart,
339,non-accidental mortality,null,null,null,1461*66.7,null,null,1461*50.1,1461*16.6,1461*37.4,1461*29.3,2005-2008,null,null,2.2,8.2,14.3,Shenyang,China,41.71058405,123.5260839,Impact of climate warming on excessive mortality in four Chinese cities,null,Academic dissertation,
340,cardiovascular disease,null,null,null,31.7,null,null,null,null,null,null,2005-2008,null,null,2.2,8.2,14.3,Shenyang,China,41.69473305,123.5423911,Impact of climate warming on excessive mortality in four Chinese cities,null,Academic dissertation,
341,Ischemic heart disease,null,null,null,13.4,null,null,null,null,null,null,2005-2008,null,null,2.2,8.2,14.3,Shenyang,China,41.69140859,123.4919063,Impact of climate warming on excessive mortality in four Chinese cities,null,Academic dissertation,
342,cercbral disease,null,null,null,14.8,null,null,null,null,null,null,2005-2008,null,null,2.2,8.2,14.3,Shenyang,China,41.60846159,123.3673801,Impact of climate warming on excessive mortality in four Chinese cities,null,Academic dissertation,
343,respiratory diseases,null,null,null,6.4,null,null,null,null,null,null,2005-2008,null,null,2.2,8.2,14.3,Shenyang,China,41.6873867,123.4564895,Impact of climate warming on excessive mortality in four Chinese cities,null,Academic dissertation,
344,COPD,null,null,null,2.9,null,null,null,null,null,null,2005-2008,null,null,2.2,8.2,14.3,Shenyang,China,41.70284253,123.5001534,Impact of climate warming on excessive mortality in four Chinese cities,null,Academic dissertation,
345,emergency department visits,null,11908000,null,null,null,344,null,null,null,null,2014-2017,null,null,null,29.0 ,null,Shenzhen,China,22.5445741,114.0545429,High temperatures and emergency department visits in 18 sites with different climatic characteristics in China: Risk assessment and attributable fraction identification,2020. 136,Environment International,
346,mortality,null,null,139,null,null,null,null,null,null,null,2012-2013,null,null,null,14,null,Shijiazhuang,China,38.0429742,114.5088385,The years of life lost on cardiovascular disease attributable to ambient temperature in China,7: 13531 ,Scientific Reports,
347,Daily CVD,null,null,36,null,null,null,null,null,null,null,2007–2013,null,null,null,14.3,null,Shijiazhuang,China,38.0529742,114.5088385,Cardiovascular mortality risk attributable to,101(24):1966-1972,Heart,
348,cardiovascular disease,null,"1,173,183",13.5,null,null,null,null,null,null,null,1992–2000,1997,4-9,null,null,34.0 ,Stockholm,Sweden,59.3251172,18.0710935,Heat effects on mortality in 15 European cities, 2008;19: 711–719,Epidemiology,
349,respiratory disease,null,"1,173,183",2.2,null,null,null,null,null,null,null,1992–2000,1997,4-9,null,null,34.0 ,Stockholm,Sweden,59.36601505,18.05598584,Heat effects on mortality in 15 European cities, 2008;19: 711–719,Epidemiology,
350,Respiratory,null,null,2.2,null,null,null,null,null,null,null,1996–2002,null,null,null,13.3,null,Stockholm,Sweden,59.34868143,17.98421248,Changes in the Effect of Heat on Mortality in the Last 34 Years in Nine European Cities. Results from the PHASE Project,12(12):15567–15583,International Journal of Environmental Research and Public Health,
351,Respiratory,null,null,1.9,null,null,null,null,null,null,null,2004–2010,null,null,null,13.6,null,Stockholm,Sweden,59.26638702,17.97394043,Changes in the Effect of Heat on Mortality in the Last 35 Years in Nine European Cities. Results from the PHASE Project,12(12):15567–15583,International Journal of Environmental Research and Public Health,
352,Cardiovascular,null,null,13.4,null,null,null,null,null,null,null,1996–2002,null,null,null,13.3,null,Stockholm,Sweden,59.36238424,17.99673522,Changes in the Effect of Heat on Mortality in the Last 52 Years in Nine European Cities. Results from the PHASE Project,12(12):15567–15583,International Journal of Environmental Research and Public Health,
353,Cardiovascular,null,null,11.4,null,null,null,null,null,null,null,2004–2010,null,null,null,13.6,null,Stockholm,Sweden,59.31491369,18.02059616,Changes in the Effect of Heat on Mortality in the Last 53 Years in Nine European Cities. Results from the PHASE Project,12(12):15567–15583,International Journal of Environmental Research and Public Health,
354,Deaths,null,null,null,"201,197",null,null,null,null,null,null,1990–2010,null,null,−21.5,6.8,26.8,Stockholm,Sweden,59.23819808,18.00702261,Associations of Inter- and Intraday Temperature Change With Mortality,183(4):286–293,American Journal of Epidemiology,
355,heat disease,null,1173183,null,231,null,null,null,null,null,null,1990–2000,null,null,null,null,15.3 ,Stockholm,Sweden,59.37172512,18.06657115,Impact of Summer Heat on Urban Population Mortality in Europe during the 1990s: An Evaluation of Years of Life Lost Adjusted for Harvesting,2013. 8(7).,Plos One,
356,heat disease,null,null,11,null,null,null,null,null,null,null,2003,56,6-8,null,null,39,Strasbourg,France,48.584614,7.7507127,Effects of temperature and ozone on daily mortality during the August 2003 heat wave in France," 60:4, 205-212",Archives of Environmental & Occupational Health,
357,Daily mean stroke death,null,null,15.7,null,null,null,null,null,null,null,2009-2013,null,5~9,null,25.9,null,Suzhou,China,31.3016935,120.5810725,Heat and mortality for ischemic and hemorrhagic stroke in 27 cities of,601–602 (2017) 271–277,Science of the Total Environment,
358,Ischemic,null,null,4,null,null,null,null,null,null,null,2009-2013,null,5~9,null,25.9,null,Suzhou,China,31.3116935,120.5810725,Heat and mortality for ischemic and hemorrhagic stroke in 28 cities of,601–602 (2017) 271–277,Science of the Total Environment,
359,Hemorrhagic,null,null,5.9,null,null,null,null,null,null,null,2009-2013,null,5~9,null,25.9,null,Suzhou,China,31.3016935,120.5910725,Heat and mortality for ischemic and hemorrhagic stroke in 29 cities of,601–602 (2017) 271–277,Science of the Total Environment,
360,heat disease,null,"133,613",null,"133,613",null,null,"133,613",0,null,null,1988–2011,null,11-3,null,null,33.8,Sydney,Australia,-33.8698439,151.2082848,Heatwave and elderly mortality: An evaluation of death burden and health costs considering short-term mortality displacement, 115 (2018) 334–342,Environment International,
361,non-accidental deaths ,null,null,63,null,null,null,null,null,32,31,1988-2011,null,12~2,18,22.5,27.1,Sydney,Australia,-33.8598439,151.2082848,The Impacts of Heatwaves on Mortality Differ with Different Study Periods: A Multi-City Time Series Investigation,10.1371,PLOS ONE,
362,Circulatory deaths,null,null,25,null,null,null,null,null,12,13,1988-2011,null,12~2,18,22.5,27.1,Sydney,Australia,-33.8698439,151.2182848,The Impacts of Heatwaves on Mortality Differ with Different Study Periods: A Multi-City Time Series Investigation,10.1371,PLOS ONE,
363,Cardiovascular,null,null,null,49886.000 ,null,null,null,null,null,null,1994-2007,null,6~8,19.5,null,33,Taiwan,China,23.711352,120.996758,Temporal changes in mortality attributed to heat extremes for 57 cities in Northeast Asia,2018. 616: p. 703-709,Science of the Total Environment,
364,Respiratory,null,null,null,19309.000 ,null,null,null,null,null,null,1994-2007,null,6~8,19.5,null,33,Taiwan,China,23.62866551,120.946326,Temporal changes in mortality attributed to heat extremes for 58 cities in Northeast Asia,2018. 616: p. 703-710,Science of the Total Environment,
365,Nonaccidental Death,null,null,null,"688,394",null,null,null,null,null,null,1994–2007,null,null,null,24.03,null,Taiwan,China,23.65691399,120.9777059,An Investigation on Attributes of Ambient Temperature and Diurnal Temperature Range on Mortality in Five East-Asian Countries,7: 10207,Scientific Reports,
366,Cardiovascular related- Death,null,null,null,"164,911",null,null,null,null,null,null,1994–2007,null,null,null,24.03,null,Taiwan,China,23.7092829,121.0393222,An Investigation on Attributes of Ambient Temperature and Diurnal Temperature Range on Mortality in Five East-Asian Countries,7: 10207,Scientific Reports,
367,Respiratory relatedDeath,null,null,null,"63,180",null,null,null,null,null,null,1994–2007,null,null,null,24.03,null,Taiwan,China,23.7017285,121.0166713,An Investigation on Attributes of Ambient Temperature and Diurnal Temperature Range on Mortality in Five East-Asian Countries,7: 10207,Scientific Reports,
368,Daily mean stroke death,null,null,12.2,null,null,null,null,null,null,null,2009-2013,null,5~9,null,25.3,null,Taizhou,China,28.6581723,121.4163876,Heat and mortality for ischemic and hemorrhagic stroke in 30 cities of,601–602 (2017) 271–277,Science of the Total Environment,
369,Ischemic,null,null,3.7,null,null,null,null,null,null,null,2009-2013,null,5~9,null,25.3,null,Taizhou,China,28.6681723,121.4163876,Heat and mortality for ischemic and hemorrhagic stroke in 31 cities of,601–602 (2017) 271–277,Science of the Total Environment,
370,Hemorrhagic,null,null,5.1,null,null,null,null,null,null,null,2009-2013,null,5~9,null,25.3,null,Taizhou,China,28.6581723,121.4263876,Heat and mortality for ischemic and hemorrhagic stroke in 32 cities of,601–602 (2017) 271–277,Science of the Total Environment,
371,mortality,null,null,183,null,null,null,null,null,null,null,2008-2013,null,null,null,12.8,null,Tianjin,China,39.0856735,117.1951073,The years of life lost on cardiovascular disease attributable to ambient temperature in China,7: 13531 ,Scientific Reports,
372,Daily CVD,null,null,95,null,null,null,null,null,null,null,2007–2013,null,null,null,12.9,null,Tianjin,China,39.0956735,117.1951073,Cardiovascular mortality risk attributable to,101(24):1966-1972,Heart,
373,heat disease,null,null,13,null,null,null,null,null,null,null,2003,56,6-8,null,null,41,Toulouse,France,43.6044622,1.4442469,Effects of temperature and ozone on daily mortality during the August 2003 heat wave in France," 60:4, 205-212",Archives of Environmental & Occupational Health,
374,cardiovascular disease,null,"901,010",7.9,null,null,null,null,null,null,null,1991–1999,1519,4-9,null,null,45.8,Turin,Italy ,45.0677551,7.6824892,Heat effects on mortality in 15 European cities, 2008;19: 711–719,Epidemiology,
375,respiratory disease,null,"901,010",1.0 ,null,null,null,null,null,null,null,1991–1999,1519,4-9,null,null,45.8,Turin,Italy ,45.0797551,7.6824892,Heat effects on mortality in 15 European cities, 2008;19: 711–719,Epidemiology,
376,heat disease,null,901010,null,1089,null,null,null,null,null,null,1991–1999,null,null,null,null,23.4 ,Turin,Italy ,45.0677551,7.6924892,Impact of Summer Heat on Urban Population Mortality in Europe during the 1990s: An Evaluation of Years of Life Lost Adjusted for Harvesting,2013. 8(7).,Plos One,
377,Allergic disease,null,null,null,null,null,8,null,null,null,null,2003-2008,null,null,null,14.6,null,Ulsan,Korea,35.5391697,129.3119136,"The impact of heat, cold, and heat waves on hospital admissions in eight cities in Korea",58(9):1893-1903,Int J Biometeorol,
378,Asthma,null,null,null,null,null,8,null,null,null,null,2003-2008,null,null,null,14.6,null,Ulsan,Korea,35.60623345,129.2733161,"The impact of heat, cold, and heat waves on hospital admissions in eight cities in Korea",58(9):1893-1903,Int J Biometeorol,
379,Selected respiratory disease,null,null,null,null,null,35.3,null,null,null,null,2003-2008,null,null,null,14.6,null,Ulsan,Korea,35.6108719,129.4482473,"The impact of heat, cold, and heat waves on hospital admissions in eight cities in Korea",58(9):1893-1903,Int J Biometeorol,
380,Cardiovascular disease,null,null,null,null,null,80.2,null,null,null,null,2003-2008,null,null,null,14.6,null,Ulsan,Korea,35.57233839,129.3015582,"The impact of heat, cold, and heat waves on hospital admissions in eight cities in Korea",58(9):1893-1903,Int J Biometeorol,
381,out-of-hospital cardiac arrest ,null,null,null,null,null,0.7,null,null,null,null,2006-2013,null,null,null,14.3,null,Ulsan,Korea,35.61043968,129.2789011,"Heat, heat waves, and out-of-hospital cardiac arrest",221:232-237,International Journal of Cardiology,
382,cardiovascular disease,null,"739,004",5.3,null,null,null,null,null,null,null,1995–2000,1094,4-9,null,null,44.9,Valencia,Spain,39.4697065,-0.3763353,Heat effects on mortality in 15 European cities, 2008;19: 711–719,Epidemiology,
383,respiratory disease,null,"739,004",1.4,null,null,null,null,null,null,null,1995–2000,1094,4-9,null,null,44.9,Valencia,Spain,39.55997889,-0.350889943,Heat effects on mortality in 15 European cities, 2008;19: 711–719,Epidemiology,
384,Cardio-respiratory disease,null,"749,796",7.73,null,null,null,null,null,null,null, 1990-1996,"1,096",null,null,18.61,null,Valencia,Spain,39.55602206,-0.342781499,"Relation between Temperature and Mortality in Thirteen 
Spanish Cities","2010, 7, 3196-3210",International Journal of Environmental Research and Public Health,
385,Respiratory,null,null,1.6,null,null,null,null,null,null,null,1996–2002,null,null,null,22.2,null,Valencia,Spain,39.48989029,-0.275091774,Changes in the Effect of Heat on Mortality in the Last 20 Years in Nine European Cities. Results from the PHASE Project,12(12):15567–15583,International Journal of Environmental Research and Public Health,
386,Respiratory,null,null,1.7,null,null,null,null,null,null,null,2004–2010,null,null,null,22,null,Valencia,Spain,39.56287051,-0.297850862,Changes in the Effect of Heat on Mortality in the Last 21 Years in Nine European Cities. Results from the PHASE Project,12(12):15567–15583,International Journal of Environmental Research and Public Health,
387,Cardiovascular,null,null,5.3,null,null,null,null,null,null,null,1996–2002,null,null,null,22.2,null,Valencia,Spain,39.48763517,-0.21002229,Changes in the Effect of Heat on Mortality in the Last 38 Years in Nine European Cities. Results from the PHASE Project,12(12):15567–15583,International Journal of Environmental Research and Public Health,
388,Cardiovascular,null,null,4.8,null,null,null,null,null,null,null,2004–2010,null,null,null,22,null,Valencia,Spain,39.56390847,-0.308218697,Changes in the Effect of Heat on Mortality in the Last 39 Years in Nine European Cities. Results from the PHASE Project,12(12):15567–15583,International Journal of Environmental Research and Public Health,
389,heat disease,null,739004,null,432,null,null,null,null,null,null,1995–2000,null,null,null,null,29.5 ,Valencia,Spain,39.56454323,-0.33481035,Impact of Summer Heat on Urban Population Mortality in Europe during the 1990s: An Evaluation of Years of Life Lost Adjusted for Harvesting,2013. 8(7).,Plos One,
390,Nonaccidental Death,null,null,null,"102,400",null,null,null,null,null,null,2009–2013,null,null,null,26.91,null,Vietnam,Vietnam,15.9266657,107.9650855,An Investigation on Attributes of Ambient Temperature and Diurnal Temperature Range on Mortality in Five East-Asian Countries,7: 10207,Scientific Reports,
391,Cardiovascular related- Death,null,null,null,"24,433",null,null,null,null,null,null,2009–2013,null,null,null,26.91,null,Vietnam,Vietnam,15.9366657,107.9650855,An Investigation on Attributes of Ambient Temperature and Diurnal Temperature Range on Mortality in Five East-Asian Countries,7: 10207,Scientific Reports,
392,Respiratory relatedDeath,null,null,null,"8,970",null,null,null,null,null,null,2009–2013,null,null,null,26.91,null,Vietnam,Vietnam,15.9266657,107.9750855,An Investigation on Attributes of Ambient Temperature and Diurnal Temperature Range on Mortality in Five East-Asian Countries,7: 10207,Scientific Reports,
393,Cardio-respiratory disease,null,"274,574",2.51,null,null,null,null,null,null,null, 1990-1996,"1,461",null,null,13.49,null,Vigo,Spain,42.2376602,-8.7247205,"Relation between Temperature and Mortality in Thirteen 
Spanish Cities","2010, 7, 3196-3210",International Journal of Environmental Research and Public Health,
394,Cardio-respiratory disease,null,"214,148",1.58,null,null,null,null,null,null,null, 1990-1996,1826,null,null,11.59,null,Vitoria,Spain,42.8465088,-2.6724025,"Relation between Temperature and Mortality in Thirteen 
Spanish Cities","2010, 7, 3196-3210",International Journal of Environmental Research and Public Health,
395,mortality,null,null,null,90,null,null,null,null,null,null,2003,null,8,null,19.9,null,West Midlands,UK,null,null,"Attribution of mortality to the urban heat island during heatwaves in the West Midlands, UK",15(Suppl 1):27,Environmental Health,
396,Daily non-accidental deaths,null,null,20.94,null,null,null,null,null,null,null,2008-2011,null,null,–2.7,17.15,35.3,Wuhan,China,30.5951051,114.2999353,The influence of temperature on mortality and its Lag effect: a study in four Chinese cities with different latitudes,16:375,Bmc Public Health,
397,death,null,null,2.3,3382,null,null,null,null,null,null,2009-2012,null,null,null,17.2,null,Wujiagang,China,30.646169,111.3550079,"Impact of temperature on mortality in Hubei, China: a multi-county time series analysis",7:45093,Scientific Reports,
398,Daily mean stroke death,null,null,10.1,null,null,null,null,null,null,null,2009-2013,null,5~9,null,26,null,Wuxi,China,31.4933074,120.3074357,Heat and mortality for ischemic and hemorrhagic stroke in 33 cities of,601–602 (2017) 271–277,Science of the Total Environment,
399,Ischemic,null,null,3.6,null,null,null,null,null,null,null,2009-2013,null,5~9,null,26,null,Wuxi,China,31.5033074,120.3074357,Heat and mortality for ischemic and hemorrhagic stroke in 34 cities of,601–602 (2017) 271–277,Science of the Total Environment,
400,Hemorrhagic,null,null,4.6,null,null,null,null,null,null,null,2009-2013,null,5~9,null,26,null,Wuxi,China,31.4933074,120.3174357,Heat and mortality for ischemic and hemorrhagic stroke in 35 cities of,601–602 (2017) 271–277,Science of the Total Environment,
401,emergency department visits,null,950000,null,null,null,20,null,null,null,null,2014-2017,null,null,null,27.5,null,Xiangtan,China,27.8328352,112.9388078,High temperatures and emergency department visits in 18 sites with different climatic characteristics in China: Risk assessment and attributable fraction identification,2020. 136,Environment International,
402,emergency department visits,null,2334000,null,null,null,29,null,null,null,null,2014-2017,null,null,null,16.9,null,Xining,China,36.617331,101.7761976,High temperatures and emergency department visits in 18 sites with different climatic characteristics in China: Risk assessment and attributable fraction identification,2020. 136,Environment International,
403,CVD deaths,null,null,5,null,null,null,null,null,null,null,1981-2012,null,null,13.7,16.9,20.7,"Xuhui District, Shanghai",China,31.1900943,121.4311138,"Long-term variations in the association between ambient temperature and daily cardiovascular mortality in Shanghai, China",538:524-30,Sci Total Environ,
404,Daily mean stroke death,null,null,31.6,null,null,null,null,null,null,null,2009-2013,null,5~9,null,24.5,null,Xuzhou,China,34.2050708,117.2782967,Heat and mortality for ischemic and hemorrhagic stroke in 36 cities of,601–602 (2017) 271–277,Science of the Total Environment,
405,Ischemic,null,null,14.5,null,null,null,null,null,null,null,2009-2013,null,5~9,null,24.5,null,Xuzhou,China,34.2150708,117.2782967,Heat and mortality for ischemic and hemorrhagic stroke in 37 cities of,601–602 (2017) 271–277,Science of the Total Environment,
406,Hemorrhagic,null,null,15.1,null,null,null,null,null,null,null,2009-2013,null,5~9,null,24.5,null,Xuzhou,China,34.2050708,117.2882967,Heat and mortality for ischemic and hemorrhagic stroke in 38 cities of,601–602 (2017) 271–277,Science of the Total Environment,
407,Daily mean stroke death,null,null,24.1,null,null,null,null,null,null,null,2009-2013,null,5~9,null,24.2,null,Yancheng,China,33.349559,120.1577019,Heat and mortality for ischemic and hemorrhagic stroke in 39 cities of,601–602 (2017) 271–277,Science of the Total Environment,
408,Ischemic,null,null,8.3,null,null,null,null,null,null,null,2009-2013,null,5~9,null,24.2,null,Yancheng,China,33.359559,120.1577019,Heat and mortality for ischemic and hemorrhagic stroke in 40 cities of,601–602 (2017) 271–277,Science of the Total Environment,
409,Hemorrhagic,null,null,12.5,null,null,null,null,null,null,null,2009-2013,null,5~9,null,24.2,null,Yancheng,China,33.349559,120.1677019,Heat and mortality for ischemic and hemorrhagic stroke in 41 cities of,601–602 (2017) 271–277,Science of the Total Environment,
410,emergency department visits,null,8305000,null,null,null,349,null,null,null,null,2014-2017,null,null,null,26.1,null,Yancheng,China,33.359559,120.1677019,High temperatures and emergency department visits in 18 sites with different climatic characteristics in China: Risk assessment and attributable fraction identification,2020. 136,Environment International,
411,Daily mean stroke death,null,null,13.4,null,null,null,null,null,null,null,2009-2013,null,5~9,null,25.3,null,Yangzhou,China,32.3968554,119.4077658,Heat and mortality for ischemic and hemorrhagic stroke in 42 cities of,601–602 (2017) 271–277,Science of the Total Environment,
412,Ischemic,null,null,3.4,null,null,null,null,null,null,null,2009-2013,null,5~9,null,25.3,null,Yangzhou,China,32.4068554,119.4077658,Heat and mortality for ischemic and hemorrhagic stroke in 43 cities of,601–602 (2017) 271–277,Science of the Total Environment,
413,Hemorrhagic,null,null,6.1,null,null,null,null,null,null,null,2009-2013,null,5~9,null,25.3,null,Yangzhou,China,32.3968554,119.4177658,Heat and mortality for ischemic and hemorrhagic stroke in 44 cities of,601–602 (2017) 271–277,Science of the Total Environment,
414,emergency department visits,null,505000,null,null,null,52,null,null,null,null,2015-2017,null,null,null,26.4,null,Yunxi,China,32.9947828,110.4205904,High temperatures and emergency department visits in 18 sites with different climatic characteristics in China: Risk assessment and attributable fraction identification,2020. 136,Environment International,
415,Cardio-respiratory disease,null,"572,212",5.8,null,null,null,null,null,null,null, 1990-1996,"1,826",null,null,15.45,null,Zaragoza,Spain,41.6521342,-0.8809428,"Relation between Temperature and Mortality in Thirteen 
Spanish Cities","2010, 7, 3196-3210",International Journal of Environmental Research and Public Health,
416,death,null,null,5.3,7805,null,null,null,null,null,null,2009-2012,null,null,null,15.4,null,"Zhangwan and Maojian District, Shiyan",China,32.6314877,110.792752,"Impact of temperature on mortality in Hubei, China: a multi-county time series analysis",7:45093,Scientific Reports,
417,emergency department visits,null,472000,null,null,null,14,null,null,null,null,2014-2017,null,null,null,27.3,null,Zhengding,China,38.1439748,114.5632635,High temperatures and emergency department visits in 18 sites with different climatic characteristics in China: Risk assessment and attributable fraction identification,2020. 136,Environment International,
418,Daily CVD,null,null,37,null,null,null,null,null,null,null,2011–2013,null,null,null,15.6,null,Zhengzhou,China,38.1439748,114.5632635,Cardiovascular mortality risk attributable to,101(24):1966-1972,Heart,
419,Daily mean stroke death,null,null,7.7,null,null,null,null,null,null,null,2009-2013,null,5~9,null,25.5,null,Zhenjiang,China,38.1439748,114.5632635,Heat and mortality for ischemic and hemorrhagic stroke in 45 cities of,601–602 (2017) 271–277,Science of the Total Environment,
420,Ischemic,null,null,3.1,null,null,null,null,null,null,null,2009-2013,null,5~9,null,25.5,null,Zhenjiang,China,38.1539748,114.5632635,Heat and mortality for ischemic and hemorrhagic stroke in 46 cities of,601–602 (2017) 271–277,Science of the Total Environment,
421,Hemorrhagic,null,null,3,null,null,null,null,null,null,null,2009-2013,null,5~9,null,25.5,null,Zhenjiang,China,38.1439748,114.5732635,Heat and mortality for ischemic and hemorrhagic stroke in 47 cities of,601–602 (2017) 271–277,Science of the Total Environment,
422,cardiovascular disease,null,"990,000",5.2,null,null,null,null,null,null,null,1990–1996,1272,4-9,null,null,40.8,Zurich,Switzerland,47.3744489,8.5410422,Heat effects on mortality in 15 European cities, 2008;19: 711–719,Epidemiology,
423,respiratory disease,null,"990,000",0.6,null,null,null,null,null,null,null,1990–1996,1272,4-9,null,null,40.8,Zurich,Switzerland,47.3844489,8.5410422,Heat effects on mortality in 15 European cities, 2008;19: 711–719,Epidemiology,
424,heat disease,null,990000,null,203,null,null,null,null,null,null,1990–1996,null,null,null,null,19.0 ,Zurich,Switzerland,47.3744489,8.5510422,Impact of Summer Heat on Urban Population Mortality in Europe during the 1990s: An Evaluation of Years of Life Lost Adjusted for Harvesting,2013. 8(7).,Plos One,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
